Aging, Premature, 2, 0.00016579104487867018
Sensation Disorders, 3, 2.4643751468615373e-05
Dizziness, 7, 0.00022484702328630265
Hearing Disorders, 5, 8.793285821640807e-05
Hearing Loss, 1, 1.9226368089511313e-05
Deafness, 13, 0.0003821309099219193
Hearing Loss, Sensorineural, 18, 0.0005232163550820557
Presbycusis, 1, 8.83709618315948e-05
Tinnitus, 1, 4.723224606360133e-05
Olfaction Disorders, 1, 5.474995532165207e-05
Hyperalgesia, 2, 0.00011456663656397563
Paresthesia, 7, 0.0002274509033362273
Taste Disorders, 5, 0.00028426096833472864
Ageusia, 2, 0.0001715635208246845
Vision Disorders, 10, 0.00015875158228634894
Amblyopia, 1, 6.133694723213566e-05
Blindness, 10, 0.00026274902515985315
Diplopia, 1, 3.9339562953283576e-05
Scotoma, 1, 5.697458149791956e-05
Vision, Low, 2, 0.00010795966383171777
Sleep Disorders, 91, 0.0032507602140687654
Sleep Deprivation, 53, 0.0032665626609220686
Urinary Bladder, Neurogenic, 2, 9.945195558139264e-05
Vertigo, 3, 0.00011457945350927773
Abdominal Pain, 10, 0.00020301472786209902
Abdomen, Acute, 1, 3.4397125929523824e-05
Colic, 1, 5.1077605456599216e-05
Renal Colic, 2, 0.00023360266690014496
Arthralgia, 15, 0.0005302052330430344
Chest Pain, 3, 7.892681326411992e-05
Angina Pectoris, 38, 0.0013208047287817115
Acute Coronary Syndrome, 7, 0.0004351255890430835
Angina, Unstable, 5, 0.0002682860945493516
Pain, Postoperative, 24, 0.0009634957524763751
Dysmenorrhea, 1, 6.604038826906379e-05
Anorexia, 49, 0.002139956845580247
Constipation, 23, 0.0008771566920155871
Diarrhea, 78, 0.001722934898795009
Dyspepsia, 7, 0.0003487174710340263
Flatulence, 8, 0.0006006321951664362
Halitosis, 1, 7.755641828082629e-05
Heartburn, 7, 0.0005320855400541842
Hiccup, 1, 7.06731158492318e-05
Hyperphagia, 401, 0.02302058279760191
Bulimia, 231, 0.015276069240153232
Nausea, 16, 0.0004359469041683043
Postoperative Nausea and Vomiting, 3, 0.00024549580618244196
Vomiting, 25, 0.0005045633128543757
Hyperemesis Gravidarum, 4, 0.000275165759700859
Anoxia, 122, 0.0029248705636074476
Apnea, 19, 0.0008530975581280457
Cheyne-Stokes Respiration, 2, 0.00017408270970301927
Cough, 1, 3.145722041524291e-05
Dyspnea, 50, 0.001202585337672181
Hypercapnia, 52, 0.0026264691346026057
Hyperoxia, 7, 0.0004939522296812478
Hyperventilation, 8, 0.0004029516982799002
Hypoventilation, 94, 0.005670816729874503
Respiratory Aspiration, 2, 0.0001593558009573771
Respiratory Sounds, 15, 0.0005883362729468922
Snoring, 33, 0.002179332812879105
Skin Manifestations, 3, 4.395518871690608e-05
Ecchymosis, 3, 0.00016509335753191372
Jaundice, 4, 0.00013922620877869404
Pruritus, 3, 0.00010522577365241478
Purpura, 1, 2.5439385753643653e-05
Purpura, Thrombotic Thrombocytopenic, 1, 5.225698679670023e-05
Hypercalciuria, 1, 8.859992787347263e-05
Nocturia, 1, 9.984559603928323e-05
Oliguria, 1, 6.25448639648499e-05
Polyuria, 3, 0.00016946622626802505
Prostatism, 2, 0.00022292445858312736
Proteinuria, 102, 0.0030481682455037917
Albuminuria, 110, 0.00543519362794576
Urinary Bladder, Overactive, 3, 0.0002543414828655882
Urinary Incontinence, 37, 0.001431983270823123
Urinary Incontinence, Stress, 27, 0.0018102694448820864
Urinary Incontinence, Urge, 1, 9.876600981677812e-05
Virilism, 6, 0.0003197175229404028
Hirsutism, 60, 0.0035656468610052723
